carVIN,scrapeURL_Model_Year,listingDateDiff,vehicleHistUseType,vehicleHistTitleStatus,vehicleHistNumOwners,vehicleHistAccidents,transmissionType,fuelType,driveType,engineInfo,mileage,interiorColor,exteriorColor,style,location_state,car_location_latitude,car_location_longitude,mileageRating_HWY,mileageRating_CTY,monthlyPayment_USD,allFeatures,listPrice_USD,Price_Difference_Pct
1NXBU4EE3AZ357879,2010,-2,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,161863,Dark Charcoal,Classic Silver Metallic,Sedan, FL,30.5182727,-82.94819,34,26,149,6 speakers am fm radio am fm stereo w cd mp3 6 speakers cd player mp3 decoder air conditioning rear window defroster power steering steering wheel mounted audio controls speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension low tire pressure warning,8990,5.25027808676307
1NXBU4EE4AZ173132,2010,-113,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,142668,Ash,Barcelona Red Metallic,Sedan, OH,39.9955726,-82.6742373,34,26,145,air filtration front air conditioning front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual side airbags front side curtain airbags front rear antenna type element auxiliary audio input jack in dash cd mp3 playback single disc radio am fm satellite radio siriusxm ready speed sensitive volume control total speakers 4 abs 4 wheel braking assist,8725,2.39541547277937
1NXBU4EE4AZ253689,2010,-8,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,88993,Unknown,Unknown,Sedan, OR,45.5202471,-122.674194,34,26,193,4 cyl 1 8 liter automatic 4 spd w overdrive fwd traction control stability control abs 4 wheel anti theft system keyless entry air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cd mp3 single disc dual air bags side air bags,11621,-0.197917563032441
1NXBU4EE4AZ311624,2010,-94,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,124714,Gray,White,Sedan, CA,33.9316066,-117.9454867,34,26,182,air filtration front air conditioning front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual side airbags front side curtain airbags front rear antenna type element auxiliary audio input jack in dash cd mp3 playback single disc radio am fm satellite radio siriusxm ready speed sensitive volume control total speakers 4 abs 4 wheel braking assist,10995,2.6193724420191
1NXBU4EE4AZ317214,2010,-6,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,111967,Dark Charcoal,Classic Silver Metallic,Sedan, OR,44.0505054,-123.0950506,35,26,166,4 cylinder engine 4 wheel abs 5 speed m t a c adjustable steering wheel am fm stereo auxiliary pwr outlet bluetooth brake assist bucket seats child safety locks cloth seats compact spare tire cruise control daytime running lights driver air bag driver vanity mirror electronic stability control,9990,-5.15515515515516
1NXBU4EE5AZ280674,2010,-10,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,93127,Unknown,Magnetic Gray Metallic,Sedan, IL,41.7728699,-88.1479278,34,26,181,4 speakers am fm radio am fm stereo w cd mp3 4 speakers cd player mp3 decoder air conditioning rear window defroster power steering power windows speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension low tire pressure warning,10900,0.504587155963303
1NXBU4EE5AZ281288,2010,-66,Fleet Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,147709,Gray,Barcelona Red Metallic,Sedan, IL,40.666149,-89.5800978,34,26,149,gas engine type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 26 epa city fuel economy 34 epa highway fuel economy 29 epa combined fuel economy automatic transmission type 4 gear number 2 85 first gear ratio 1 55 second gear ratio 1 0 third gear ratio 0 7 fourth gear ratio 2 34 reverse gear ratio,8995,3.92440244580322
1NXBU4EE5AZ325774,2010,-11,Fleet Use,Clean,6,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,108376,Gray,Green,Sedan, NC,35.7803977,-78.6390989,34,26,192,2 12v aux pwr outlets 4 cup holders 1 8l dohc sfi 16 valve vvt i 4 cyl engine 4 wheel anti lock brakes inc brake assist electronic brake force distribution 60 40 split folding rear bench seat alr elr 3 point front rear seatbelts inc front adjustable shoulder belt anchors pretensioners force limiters blackout front grille child protector rear door locks child restraint system w latch anchors color keyed door handles daytime running lamps digital clock direct tire pressure monitor driver seat height adjustment dual front airbags w occupant sensors dual glove compartments dual visor vanity mirrors electric assist pwr steering,11590,6.11734253666954
1NXBU4EE6AZ174198,2010,-44,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,119955,Unknown,Grey,Sedan, VA,38.4733823,-77.9961275,34,26,164,4 cyl 1 8 liter automatic 4 spd w overdrive fwd traction control stability control abs 4 wheel anti theft system keyless entry air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cd mp3 single disc dual air bags side air bags,9900,0
1NXBU4EE7AZ170760,2010,-107,Fleet Use,Clean,6,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,131259,Unknown,Black,Sedan, OH,39.5589474,-84.3041074,34,26,149,air conditioning available power steering tilt wheel am fm cd mp3 satellite passive engine immobilizer daytime running lights dual front airbags side airbags head airbags rear head airbags active seatbelts all wheel abs,8995,0.277932184546971
1NXBU4EE7AZ292518,2010,-84,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,112778,Gray,Gray,Sedan, CA,38.1040864,-122.2566367,34,26,179,am fm compact disc player child safety door locks vehicle anti theft abs brakes electronic brake assistance traction control vehicle stability control system driver airbag front side airbag passenger airbag side head curtain airbag trunk anti trap device air conditioning tachometer tilt steering tilt steering column telescopic steering column tire pressure monitor,10800,2.94444444444444
1NXBU4EE8AZ239326,2010,-8,Personal Use,Clean,3,0,Manual,Gas,FWD,1.8L Inline-4 Gas,79799,Dark Charcoal,Black Sand Pearl,Sedan, OH,41.2951563,-83.1555438,35,26,186,6 speakers am fm radio am fm stereo w cd mp3 6 speakers cd player mp3 decoder air conditioning rear window defroster power steering steering wheel mounted audio controls speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension low tire pressure warning,11250,9.18222222222222
1NXBU4EE8AZ282936,2010,-1599,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,98750,Ash,Classic Silver Metallic,Sedan, HI,21.304547,-157.855676,34,26,149,door handle color body color steering ratio 17 4 turns lock to lock 3 40 adjustable rear headrests height adjustable air filtration cargo area light front air conditioning front air conditioning zones single front headrests height adjustable number of front headrests 2 number of rear headrests 3 bottle holders front and rear cupholders front and rear power outlet s two 12v power steering electric remote trunk release retained accessory power steering wheel tilt and telescopic,8995,-0.56698165647582
1NXBU4EE8AZ285111,2010,-441,Rental Use,Clean,2,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,98750,Ash,Super White,Sedan, HI,21.304547,-157.855676,34,26,149,air filtration front air conditioning front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual side airbags front side curtain airbags front antenna type element auxiliary audio input jack in dash cd mp3 playback radio am fm satellite radio siriusxm ready speed sensitive volume control total speakers 4 abs 4 wheel braking assist electronic brakeforce distribution front brake diameter 10 8,8995,-8.70483602001112
1NXBU4EE8AZ341208,2010,-5,Personal Use,Clean,1,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,63646,Beige,Tan,Sedan, NC,35.7333312,-81.3442915,34,26,207,2 12v aux pwr outlets 4 cup holders 1 8l dohc sfi 16 valve vvt i 4 cyl engine 4 wheel anti lock brakes inc brake assist electronic brake force distribution 60 40 split folding rear bench seat alr elr 3 point front rear seatbelts inc front adjustable shoulder belt anchors pretensioners force limiters child protector rear door locks child restraint system w latch anchors color keyed door handles daytime running lamps digital clock direct tire pressure monitor driver seat height adjustment dual front airbags w occupant sensors dual glove compartments dual visor vanity mirrors electric assist pwr steering energy absorbing steering column,12495,3.84953981592637
1NXBU4EE9AZ244213,2010,-192,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,114424,Black,Black,Sedan, CA,32.7678288,-117.0230839,34,26,199,gas engine type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 26 epa city fuel economy 34 epa highway fuel economy 29 epa combined fuel economy automatic transmission type 4 gear number 2 85 first gear ratio 1 55 second gear ratio 1 0 third gear ratio 0 7 fourth gear ratio 2 34 reverse gear ratio,11999,4.04200350029169
1NXBU4EE9AZ271816,2010,-56,Fleet Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,93000,Bisque,Classic Silver Metallic,Sedan, CA,38.5890723,-121.302728,34,26,182,air filtration front air conditioning front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual side airbags front side curtain airbags front rear antenna type element auxiliary audio input jack in dash cd mp3 playback single disc radio am fm satellite radio siriusxm ready speed sensitive volume control total speakers 4 abs 4 wheel braking assist,10999,3.05482316574234
1NXBU4EEXAZ342473,2010,-199,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,197617,Ash,Classic Silver Metallic,Sedan, TN,35.8460396,-86.3921096,34,26,133,front wheel drive power steering front disc rear drum brakes wheel covers steel wheels tires front all season tires rear all season temporary spare tire power mirror s intermittent wipers am fm stereo cd player mp3 player auxiliary audio input cloth seats bucket seats pass through rear seat rear bench seat,7997,0.77529073402526
1NXBU4EEXAZ371536,2010,-43,Frame Damage,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,82103,Unknown,Barcelona Red Metallic,Sedan, MD,39.415779,-77.4127562,34,26,199,air filtration front air conditioning front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual side airbags front side curtain airbags front rear antenna type element auxiliary audio input jack in dash cd mp3 playback single disc radio am fm satellite radio siriusxm ready speed sensitive volume control total speakers 4 abs 4 wheel braking assist,11995,7.47811588161734
2T1BE40E29C028480,2009,-39,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.4L Inline-4 Gas,102455,Dark Charcoal,Black Sand Pearl,Sedan, NY,40.669501,-73.4698253,30,22,165,air conditioning cruise control power steering power door locks power mirrors leather steering wheel clock tachometer telescoping steering wheel steering wheel radio controls driver airbag passenger airbag side airbags abs brakes traction control dynamic stability rear defogger fog lights,9985,0.741111667501252
2T1BPRHE3EC068783,2014,-30,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,105252,Ivory,Brown Sugar Metallic,Sedan, OH,39.9622601,-83.0007065,42,30,222,6 speakers am fm radio cd player mp3 decoder radio data system radio am fm cd player w 6 1 touch screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags,13385,-3.36944340679866
2T1BPRHE4EC213636,2014,-22,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,164455,Gray,Blue,Sedan, PA,40.0266809,-76.5334387,42,30,179,door handle color body color front bumper color body color grille color black mirror color body color rear bumper color body color window trim black steering ratio 17 8 turns lock to lock 3 2 air filtration front air conditioning automatic climate control interior accents color keyed interior accents metallic tone assist handle front assist handle rear cargo area light center console front console with armrest and storage cruise control cupholders front,10800,-2.26851851851852
2T1BPRHE5GC640360,2016,-2,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,71646,Gray,Gray,Sedan, WA,47.1849009,-122.29214,42,30,282,rear view camera cruise control auxiliary audio input rear spoiler overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission bluetooth technology,16998,-0.858924579362278
2T1BPRHE7FC245160,2015,-5,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,71905,Ash,4evergreen Mica,Sedan, SC,34.000754,-81.0352313,42,30,275,6 speakers am fm radio cd player mp3 decoder radio data system radio am fm cd player w 6 1 touch screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags,16597,0.156654817135627
2T1BPRHE8GC545047,2016,-10,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,96771,Black,Slate Metallic,Sedan, OR,45.4978623,-122.4329883,40,30,263,navigation system body protection package 1 eco premium package 6 speakers am fm radio siriusxm cd player radio data system radio entune premium audio w navigation app suite air conditioning automatic temperature control rear window defroster power driver seat power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control,15869,-0.359190875291449
2T1BPRHEXFC265564,2015,-10,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,56552,Ash,Slate Metallic,Sedan, IL,42.3602273,-87.8318164,40,30,272,power tilt slide moonroof inc sliding sunshade driver convenience package inc smart key system w push button start panic and trunk releases radio entune premium audio w nav app suite am fm cache radio cd player entune multimedia bundle 6 1 high resolution touch screen w split screen display mp3 wma playback capability 6 speakers siriusxm satellite radio includes 90 day all access trial subscription hd radio w itunes tagging hd predictive traffic and weather metro areas only doppler weather overlay auxiliary audio jack usb 2 0 port w ipod connectivity and control gracenote album cover art hands free phone capability phonebook access advanced voice recognition and music streaming via bluetooth wireless technology see toyota com entune for details front wheel drive power steering abs front disc rear drum brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights,16399,-1.79889017623026
